WARNING: 2 open meshes merged
     Merged: Wing_CG
     Merged: KFm2_step
...Mass Properties...
7 Num Comps
5 Total Num Meshes
4016 Total Num Tris

4.655665717793831e-01             Total Mass
2.569644107689800e-01 5.024768053444945e-07 1.532023857595129e-02       Center of Gravity
3.115369207936352e-03 1.745953226999080e-02 2.002626226761210e-02       Ixx, Iyy, Izz
-2.934905826618012e-08 -2.176962932311376e-05 1.240129649434653e-07       Ixy, Ixz, Iyz
3.801506250755570e-03             Volume

Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
Wing_CG	6.386439323999424e-02	3.355676102921205e-01	6.295397092536625e-07	-5.466151641318947e-07	1.813899440188874e-03	8.670144071298172e-04	2.680597089749018e-03	-3.682281648943397e-08	-3.688408386890823e-09	4.397574009715154e-08	1.030070858711371e-03
KFm2_step	3.192079355453495e-02	2.496260328045072e-01	-1.402872087168052e-05	4.998145468365694e-03	8.972458863480904e-04	3.155135104882911e-04	1.212598756477491e-03	-1.380406405558809e-07	2.111026129638297e-09	2.802167642956504e-08	5.148515089440575e-04
tail_cg	1.860324692922106e-03	4.765556314482186e-01	5.075007466478901e-02	8.602197018123880e-02	2.115666335955680e-06	2.601432012685385e-06	9.965608771539186e-07	2.291413357186243e-07	6.298528594744275e-07	6.758026588612420e-07	3.000523698261431e-05
tail_cg	1.847988097484357e-03	4.765769059801225e-01	-5.074171097694953e-02	8.600344963604467e-02	2.113962940669358e-06	2.597146293664097e-06	9.939721889369868e-07	-2.289548230015984e-07	6.289843050935014e-07	-6.748880512319850e-07	2.980625963684441e-05
Fuselage	1.610730721943788e-01	2.301297153286936e-01	-1.630029563748814e-15	4.131118165847372e-02	1.965960369285675e-04	4.850478340485988e-03	4.894047755937360e-03	4.167269751593149e-19	8.666324168643705e-05	1.017893598729876e-17	2.196772386474490e-03
Battery_pm	1.200000000000000e-01	6.000000000000000e-02	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	0.000000000000000e+00
Motor_pm	8.500000000000001e-02	5.200000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	0.000000000000000e+00
Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
Totals	4.655665717793831e-01	2.569644107689800e-01	5.024768053444945e-07	1.532023857595129e-02	3.115369207936352e-03	1.745953226999080e-02	2.002626226761210e-02	-2.934905826618012e-08	-2.176962932311376e-05	1.240129649434653e-07	3.801506250755570e-03

...Filling Mass Properties (Volume Only -- No Shell or Point Mass)...
100 Num Slice

Slice	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
-7.858792843956706e-02	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.223644267982154e-07
-7.267720248052663e-02	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.158502923378695e-06
-6.676647652148618e-02	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	3.295966011224371e-06
